"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"CFL1.1",6.1328789514863e-189,-0.213426794887346,1,1,1.47170696198817e-184,"8","CFL1"
"RAB1A.1",9.7642941858043e-189,0.242924769895503,0.93,0.793,2.34313767576746e-184,"8","RAB1A"
"PALD1",1.44882991086264e-188,-0.308620251161127,0.621,0.856,3.47675713709707e-184,"8","PALD1"
"LAMP2.3",5.70683578723977e-188,0.255199414760798,0.973,0.892,1.36946938386393e-183,"8","LAMP2"
"APBB1IP.2",6.85157578903437e-188,-0.324241922558192,0.812,0.933,1.64417264209458e-183,"8","APBB1IP"
"NDRG2.1",9.17859933789366e-188,-0.305108671119077,0.789,0.923,2.20258848311434e-183,"8","NDRG2"
"PGD",1.6685057567851e-187,0.254564063529356,0.92,0.807,4.00391326455721e-183,"8","PGD"
"ZFAND5.1",1.55493792643463e-182,0.244585793832376,0.892,0.749,3.73138454206517e-178,"8","ZFAND5"
"GLMP.5",5.24982863502022e-181,0.255362140356623,0.852,0.588,1.2598013775458e-176,"8","GLMP"
"RAP2B.3",8.9919633915175e-181,0.254746793469241,0.858,0.638,2.15780145506246e-176,"8","RAP2B"
"TIMP2.5",2.101694830988e-180,0.262481747141732,0.99,0.955,5.0434370859219e-176,"8","TIMP2"
"MARCKSL1.1",8.7785635669265e-180,-0.372734704614916,0.65,0.81,2.10659189915535e-175,"8","MARCKSL1"
"A2M.4",1.24911427277381e-177,0.337174128717293,0.995,0.991,2.99749952037532e-173,"8","A2M"
"HLA-DPB1.7",2.56420584279212e-177,-0.912668057712193,0.899,0.931,6.15332476094826e-173,"8","HLA-DPB1"
"NUAK1.2",4.82944822750854e-177,0.22702893459867,0.633,0.341,1.15892269115522e-172,"8","NUAK1"
"SIRPA",5.00093554247534e-177,0.231509789069888,0.929,0.857,1.20007450212781e-172,"8","SIRPA"
"COMMD6.1",1.26545674265718e-176,-0.224115879134268,0.99,0.997,3.03671654535443e-172,"8","COMMD6"
"ZC3H12C",7.12699324363895e-176,0.203439614796169,0.603,0.342,1.71026456867604e-171,"8","ZC3H12C"
"SNCA",7.8224982033351e-176,0.261978223543208,0.993,0.962,1.87716489385432e-171,"8","SNCA"
"HLA-DRB1.5",2.75843134329147e-174,-0.731831499444208,0.961,0.979,6.61940769449654e-170,"8","HLA-DRB1"
"ALAS1",1.2077799656786e-172,0.251588239551061,0.841,0.663,2.89830958363894e-168,"8","ALAS1"
"RRAGC",2.86804213046371e-172,0.217195696031825,0.848,0.639,6.88244070047377e-168,"8","RRAGC"
"SMS.1",4.59933498584034e-171,0.25072486216034,0.882,0.75,1.10370241655211e-166,"8","SMS"
"FCER1A.6",5.4654393416268e-171,-0.784100023257091,0.175,0.438,1.31154147881018e-166,"8","FCER1A"
"PRKCA",6.25663447334219e-170,-0.31487170658424,0.744,0.895,1.50140457456793e-165,"8","PRKCA"
"PTMA.3",2.39672547351537e-169,-0.29288899985048,1,1,5.75142211879483e-165,"8","PTMA"
"NDUFA12.1",3.75746211690954e-169,-0.229095375204088,0.927,0.964,9.01678184194783e-165,"8","NDUFA12"
"TMEM70",1.24255485577776e-168,0.240143482783444,0.822,0.645,2.98175888740989e-164,"8","TMEM70"
"CALCOCO2",2.20672127842086e-168,-0.261535750603173,0.446,0.696,5.29546905182653e-164,"8","CALCOCO2"
"MT-ND1",4.09659644179435e-168,-0.216251077950926,0.995,1,9.83060248137391e-164,"8","MT-ND1"
"MEF2C",1.77167844400775e-167,-0.298805954024444,0.927,0.993,4.25149676208539e-163,"8","MEF2C"
"GMFG",3.79592365710976e-167,-0.216542612403931,0.972,0.99,9.1090779999663e-163,"8","GMFG"
"PLAUR.1",7.39264380515728e-167,0.42495038765115,0.817,0.706,1.77401273392359e-162,"8","PLAUR"
"ID2.2",2.12607745739337e-166,-0.388473781146214,0.929,0.978,5.10194807450686e-162,"8","ID2"
"CD84.5",2.52122664026186e-166,0.296650952367738,0.938,0.843,6.05018756863638e-162,"8","CD84"
"MRPS6",3.13415984349109e-166,0.294114590768237,0.897,0.771,7.52104337642558e-162,"8","MRPS6"
"VAMP8.1",3.56141411449932e-166,-0.213058511155377,0.997,0.999,8.54632545056401e-162,"8","VAMP8"
"CARD9.1",2.97385091084648e-165,-0.275396784363432,0.467,0.725,7.13635003075831e-161,"8","CARD9"
"UQCR10.1",8.53085602776539e-165,-0.202787120124575,0.999,1,2.04714952098286e-160,"8","UQCR10"
"CYB561A3",2.57894424775682e-164,0.269953087754672,0.934,0.811,6.18869251134205e-160,"8","CYB561A3"
"PTCRA",3.15321336234932e-164,0.217518212007232,0.514,0.214,7.56676610562965e-160,"8","PTCRA"
"MARCH1.1",1.60127735704714e-163,-0.313049341883558,0.813,0.951,3.84258527370602e-159,"8","MARCH1"
"HSD17B4.2",8.89670070205718e-163,0.22821516377139,0.941,0.824,2.13494126747266e-158,"8","HSD17B4"
"APRT.2",2.01077822774267e-162,-0.230415645924485,0.979,0.99,4.8252645131141e-158,"8","APRT"
"LGALS1.3",4.78364595723569e-162,0.315495641779732,1,0.999,1.14793152035785e-157,"8","LGALS1"
"GOLIM4.1",6.25592878337337e-162,0.222301797450069,0.738,0.511,1.50123523014611e-157,"8","GOLIM4"
"ATP5IF1",4.90465928836643e-161,-0.231313304007637,0.96,0.987,1.17697108942929e-156,"8","ATP5IF1"
"CCR6.3",4.11207289390256e-160,-0.271892632818626,0.247,0.545,9.86774132349797e-156,"8","CCR6"
"RGS18",7.50375454045061e-160,-0.215430988208669,0.224,0.512,1.80067597707193e-155,"8","RGS18"
"RAC1",1.93211339304898e-159,-0.220778554375006,0.998,1,4.63649250929964e-155,"8","RAC1"
"C3AR1.2",3.12463503906231e-159,0.262852179768085,0.978,0.95,7.49818670323784e-155,"8","C3AR1"
"GNPDA1.4",7.27474850160988e-159,0.237550491665048,0.945,0.778,1.74572139793132e-154,"8","GNPDA1"
"WBP2",1.76258162825404e-158,0.207910477475625,0.862,0.672,4.22966713332121e-154,"8","WBP2"
"CD1E.5",3.36172062447845e-158,-0.465526584373146,0.142,0.411,8.06712098256093e-154,"8","CD1E"
"RPL31",4.76464879764543e-158,-0.204273805338565,0.994,0.998,1.14337277197097e-153,"8","RPL31"
"IL18.2",3.84648334756481e-157,-0.329256532765105,0.504,0.717,9.23040608915126e-153,"8","IL18"
"ADGRG1.2",1.32666516253351e-156,-0.292106306099602,0.198,0.494,3.18359839053165e-152,"8","ADGRG1"
"HCLS1",2.6902822167197e-154,-0.268357547275677,0.929,0.971,6.45587023546226e-150,"8","HCLS1"
"MMP14.4",3.57109514981884e-154,0.21519049258131,0.96,0.902,8.56955703102028e-150,"8","MMP14"
"MCOLN1",2.16726399406871e-153,0.201102680110713,0.745,0.52,5.20078340656668e-149,"8","MCOLN1"
"STARD4",4.03872501119466e-152,0.231761421769406,0.675,0.417,9.69172840936384e-148,"8","STARD4"
"PLBD1.1",6.38335706196852e-152,-0.261535053539821,0.347,0.582,1.53181419416059e-147,"8","PLBD1"
"KLHL24.1",1.45346348247965e-151,0.202052686244143,0.703,0.46,3.48787631890642e-147,"8","KLHL24"
"ADAM9.3",2.10648550618848e-148,0.239213824999088,0.901,0.747,5.0549332692005e-144,"8","ADAM9"
"ABCC4",8.68989630941096e-148,-0.310580962994384,0.693,0.877,2.08531441736935e-143,"8","ABCC4"
"CKLF.4",4.6647023384878e-147,-0.318764516930423,0.975,0.991,1.11938862016692e-142,"8","CKLF"
"SLC11A1.5",7.05207541806574e-147,0.269126185695002,0.744,0.466,1.69228653807323e-142,"8","SLC11A1"
"CCND1.2",1.19353285095232e-146,-0.344151870521255,0.715,0.859,2.86412078243029e-142,"8","CCND1"
"RGS19",1.74402746466652e-146,-0.273506055101514,0.905,0.965,4.18514270696025e-142,"8","RGS19"
"RHOQ",7.48888618017398e-146,0.210462530382826,0.897,0.751,1.79710801665635e-141,"8","RHOQ"
"ADGRG5",3.49580942289765e-144,-0.206316227614883,0.218,0.502,8.38889387212749e-140,"8","ADGRG5"
"HEXA.4",1.09731856488338e-143,0.217510959971354,0.988,0.958,2.63323536015065e-139,"8","HEXA"
"CTNND1",4.15613476649591e-143,-0.309029188657082,0.785,0.916,9.97347659916023e-139,"8","CTNND1"
"MKNK1",4.20387788395398e-143,-0.286943143132025,0.848,0.93,1.00880457581244e-138,"8","MKNK1"
"SUSD3.2",1.75462756127254e-142,-0.278389883590589,0.742,0.881,4.21057975878572e-138,"8","SUSD3"
"PHPT1",2.32602606055512e-142,-0.247563631279939,0.941,0.975,5.58176473751411e-138,"8","PHPT1"
"GLUL.3",4.18428296017987e-142,0.29983729463177,0.785,0.634,1.00410238195436e-137,"8","GLUL"
"LCP1.4",1.51852697052071e-141,-0.336415876136037,0.957,0.983,3.64400917115854e-137,"8","LCP1"
"CST3.2",7.47357609469305e-141,-0.214788718043934,1,1,1.79343405544349e-136,"8","CST3"
"NDUFAF8",1.97211303588884e-140,-0.228904101262929,0.846,0.92,4.73247965222244e-136,"8","NDUFAF8"
"ASAP1",9.78607915272418e-140,0.215649677850647,0.825,0.649,2.34836541427922e-135,"8","ASAP1"
"ANXA5",1.6165262613127e-139,0.207331519131424,1,0.999,3.8791780692721e-135,"8","ANXA5"
"GNS.3",2.15192564624884e-139,0.206087223593426,0.86,0.689,5.16397597330335e-135,"8","GNS"
"YWHAB",8.65610525903969e-139,-0.236249361742322,0.993,0.997,2.07720557901175e-134,"8","YWHAB"
"OTULINL",5.20628509069772e-138,-0.275790695857921,0.774,0.903,1.24935223321473e-133,"8","OTULINL"
"SFMBT2",3.6427924401228e-137,-0.295060667589295,0.658,0.847,8.74160901856268e-133,"8","SFMBT2"
"EZR",1.47162511116662e-136,-0.284492846377599,0.745,0.876,3.53145877926655e-132,"8","EZR"
"ACAT2.5",3.66338964187295e-136,0.388775300380544,0.821,0.586,8.79103612360253e-132,"8","ACAT2"
"DHCR7",1.49737419131802e-135,0.214248232594462,0.561,0.283,3.59324884690586e-131,"8","DHCR7"
"GCLC.4",4.90854850397003e-133,0.265504177674943,0.902,0.777,1.17790438449769e-128,"8","GCLC"
"RUNX3.2",4.83541929715261e-132,-0.370569918647748,0.898,0.965,1.16035556873771e-127,"8","RUNX3"
"FERMT3.2",9.07307924184224e-132,0.221022927344978,0.973,0.896,2.17726682566488e-127,"8","FERMT3"
"RHOG.1",1.54946664974357e-131,-0.306399395497579,0.92,0.963,3.71825511938963e-127,"8","RHOG"
"SUCNR1.1",2.62052494946916e-131,0.218183228867385,0.452,0.199,6.28847372124115e-127,"8","SUCNR1"
"GPR183.1",3.80029963162331e-131,0.32651229876181,0.669,0.565,9.11957902600645e-127,"8","GPR183"
"C1QBP.4",1.38911470094134e-130,-0.254554820709865,0.881,0.937,3.33345854784894e-126,"8","C1QBP"
"SLC39A1",7.34422001214859e-130,0.202435570441136,0.839,0.686,1.7623924763153e-125,"8","SLC39A1"
"NCF1.4",1.33367617649074e-129,-0.404054345591284,0.934,0.977,3.20042272072483e-125,"8","NCF1"
"RB1",9.61088339196254e-129,-0.290145538015139,0.924,0.974,2.30632368756925e-124,"8","RB1"
"VASP.3",1.05842574925103e-128,-0.304777633400526,0.88,0.932,2.5399042704777e-124,"8","VASP"
"NCF4",1.14712377169573e-128,-0.244680619505913,0.967,0.99,2.75275291493825e-124,"8","NCF4"
"FPR1",6.14796747743885e-128,-0.280215648828158,0.417,0.661,1.475327755561e-123,"8","FPR1"
"CPED1",8.26319934537967e-128,-0.246825274578781,0.477,0.712,1.98291994691076e-123,"8","CPED1"
"FDFT1.4",1.18500760009237e-127,0.30962372206427,0.874,0.666,2.84366273794166e-123,"8","FDFT1"
"HLA-DRA.5",1.92513742776181e-127,-0.731573407226177,0.966,0.979,4.61975228540002e-123,"8","HLA-DRA"
"AKR7A2.2",4.12056835054966e-127,-0.23873221771257,0.81,0.9,9.88812787081403e-123,"8","AKR7A2"
"PPM1G.2",3.45804522409798e-125,-0.278408040386658,0.79,0.883,8.29827112426792e-121,"8","PPM1G"
"FFAR4",1.28877880497987e-124,-0.216027489090991,0.372,0.628,3.0926824983102e-120,"8","FFAR4"
"ARPC1B.2",1.60828687117647e-124,-0.21668557703807,0.995,0.997,3.85940600476217e-120,"8","ARPC1B"
"ACTR2",3.74870007689915e-124,-0.228705233182458,0.999,0.999,8.99575557453489e-120,"8","ACTR2"
"NAGK.2",5.40865906387421e-124,0.205469390824919,0.95,0.874,1.29791591555789e-119,"8","NAGK"
"APEX1.2",8.43370098351516e-124,-0.25289179464259,0.845,0.929,2.02383522501413e-119,"8","APEX1"
"IFITM2.4",1.10464502354429e-123,-0.314794989507231,0.584,0.774,2.65081666299923e-119,"8","IFITM2"
"GIMAP4",1.52588132291784e-122,-0.241565295093219,0.49,0.698,3.66165741060594e-118,"8","GIMAP4"
"CCL20",2.30724290935209e-121,0.458964872128244,0.277,0.175,5.53669080957222e-117,"8","CCL20"
"RGCC",6.83466006887011e-121,0.318452087255251,0.271,0.12,1.64011337672676e-116,"8","RGCC"
"AC244090.1",5.14500979096109e-120,0.200500748396357,0.788,0.579,1.23464799953693e-115,"8","AC244090.1"
"CALM2.1",3.75492204196921e-119,-0.264526576109863,0.991,0.997,9.01068642411351e-115,"8","CALM2"
"FYB1",1.07874791711013e-118,-0.257488935087427,0.919,0.985,2.58867137668917e-114,"8","FYB1"
"P2RY6",1.61674739976946e-118,-0.227482917313156,0.681,0.841,3.87970873522678e-114,"8","P2RY6"
"RANBP1.2",9.89443160711716e-118,-0.287347494975278,0.734,0.845,2.37436675275991e-113,"8","RANBP1"
"ARHGAP9.1",2.59820003215268e-117,-0.229463868926281,0.637,0.808,6.23490061715678e-113,"8","ARHGAP9"
"FDPS.6",4.11826592910137e-117,0.371265603290487,0.902,0.787,9.88260275006457e-113,"8","FDPS"
"MAP1LC3B",6.26279455108563e-116,0.209475228768108,0.967,0.922,1.50288280842402e-111,"8","MAP1LC3B"
"HTRA1.3",6.699373743708e-116,0.299319153783959,0.914,0.798,1.60764871727761e-111,"8","HTRA1"
"KCNK6.1",7.24597760430922e-116,-0.294545024426577,0.689,0.853,1.73881724570608e-111,"8","KCNK6"
"MYH9",5.7563433479459e-115,-0.277437123923206,0.752,0.881,1.38134971320658e-110,"8","MYH9"
"LY96.5",1.51058190550841e-114,0.279674946657625,0.905,0.739,3.62494339864853e-110,"8","LY96"
"NAMPT.1",6.63630293582236e-114,0.236825195938076,0.76,0.588,1.59251361550929e-109,"8","NAMPT"
"MEF2A",6.96187450034795e-114,-0.286883703128367,0.853,0.941,1.6706410238485e-109,"8","MEF2A"
"FGD2",4.82508611316389e-113,-0.213212391591478,0.409,0.64,1.15787591457594e-108,"8","FGD2"
"MBNL1",2.27927189522234e-111,-0.273633259293762,0.848,0.931,5.46956876696504e-107,"8","MBNL1"
"CLTB",1.79737768301561e-110,-0.209388172268281,0.801,0.892,4.31316722593256e-106,"8","CLTB"
"LSM7.2",3.61018972272642e-110,-0.214375411223411,0.85,0.918,8.6633722776266e-106,"8","LSM7"
"UQCRQ.1",8.81021894115237e-110,-0.200158731639654,0.99,0.994,2.11418823930833e-105,"8","UQCRQ"
"TGFB1.1",1.37205164275111e-109,-0.232893989755635,0.898,0.943,3.29251232710984e-105,"8","TGFB1"
"NME1.4",2.81223833168684e-109,-0.243741526957897,0.713,0.825,6.74852832454891e-105,"8","NME1"
"DAPP1.1",3.19034567891384e-109,-0.219054765704645,0.433,0.65,7.65587252568954e-105,"8","DAPP1"
"GDI2.1",7.05740865880734e-109,-0.234684655093915,0.954,0.974,1.693566355854e-104,"8","GDI2"
"HACD4",3.93766771498186e-108,-0.201939023954758,0.403,0.621,9.44922121564196e-104,"8","HACD4"
"HMGCR",8.98216837472893e-107,0.217483413013436,0.683,0.481,2.1554509448837e-102,"8","HMGCR"
"SIGLEC10",1.18659647558669e-106,-0.226637473246375,0.546,0.735,2.84747556246539e-102,"8","SIGLEC10"
"MTDH.1",1.57136227801531e-106,-0.247372111294523,0.979,0.988,3.77079805855333e-102,"8","MTDH"
"TMEM97.2",1.89090426704844e-106,0.275660735334285,0.781,0.623,4.53760296963613e-102,"8","TMEM97"
"CCND3.1",6.80674552023181e-106,-0.225848646150527,0.416,0.622,1.63341472249003e-101,"8","CCND3"
"EFHD2",9.4042107821145e-106,-0.20861462627384,0.963,0.978,2.25672846138402e-101,"8","EFHD2"
"MLEC",4.34182084677831e-105,-0.243917506303704,0.876,0.946,1.04190674860139e-100,"8","MLEC"
"STK17B.1",5.90042237568456e-105,-0.217529244904766,0.42,0.649,1.41592435749302e-100,"8","STK17B"
"TKT",6.42146274069585e-105,0.205676644071509,0.996,0.982,1.54095841388478e-100,"8","TKT"
"ABI3",1.37347052480499e-103,-0.250970871545291,0.879,0.948,3.29591721837455e-99,"8","ABI3"
"FNBP1",1.92181117249688e-103,-0.238600711244448,0.73,0.856,4.61177027064076e-99,"8","FNBP1"
"TNFAIP8L2",2.31301655873208e-103,-0.202998185155789,0.703,0.837,5.55054583598937e-99,"8","TNFAIP8L2"
"CKB.5",2.975769855978e-103,-0.338035024268185,0.531,0.655,7.1409549233904e-99,"8","CKB"
"HERPUD1.5",3.48170801509962e-103,-0.317249860467016,0.968,0.996,8.35505472383457e-99,"8","HERPUD1"
"TSPAN33.2",5.66036631363155e-103,-0.213110104621638,0.539,0.714,1.35831810428216e-98,"8","TSPAN33"
"GNA15.2",3.15526892779367e-102,-0.255193245760091,0.686,0.823,7.57169884602648e-98,"8","GNA15"
"RDH11.1",1.16497851599826e-101,0.206096993654621,0.873,0.724,2.79559894484101e-97,"8","RDH11"
"PREX1",1.54392595476637e-101,-0.251374989711217,0.792,0.901,3.70495911365286e-97,"8","PREX1"
"PRKDC.1",2.94185178624142e-100,-0.25795346488819,0.724,0.843,7.05956173144354e-96,"8","PRKDC"
"TUBB.6",4.783557206656e-99,-0.438898104397919,0.944,0.96,1.14791022288124e-94,"8","TUBB"
"HNRNPA1.1",1.1733555800294e-98,-0.206101327238206,0.983,0.991,2.81570138539656e-94,"8","HNRNPA1"
"NHP2.2",8.54884082134579e-98,-0.209472923421485,0.697,0.815,2.05146533189835e-93,"8","NHP2"
"EHD1.2",2.56308372488542e-97,-0.249489951607415,0.439,0.646,6.15063201460755e-93,"8","EHD1"
"DCTPP1.2",2.91022522502731e-97,-0.218863248532266,0.512,0.668,6.98366747249802e-93,"8","DCTPP1"
"CDK2AP2.2",5.50494988929511e-97,-0.235169479828566,0.726,0.857,1.32102282493415e-92,"8","CDK2AP2"
"TIMP1.2",7.46520339484684e-97,-0.277081331578385,0.945,0.97,1.7914248586614e-92,"8","TIMP1"
"NAA38",9.77216150471853e-97,-0.204558575749412,0.916,0.959,2.3450255962873e-92,"8","NAA38"
"TESC.1",5.49017223919649e-96,-0.241365456064824,0.811,0.897,1.31747663223998e-91,"8","TESC"
"RAB13.2",7.83105243617825e-96,0.201746876048514,0.674,0.48,1.87921765310969e-91,"8","RAB13"
"SRM.1",9.80621980615231e-96,-0.207552149216352,0.569,0.72,2.35319856688237e-91,"8","SRM"
"NUCKS1.1",1.79222010818883e-95,-0.275758550611712,0.948,0.973,4.30079059362072e-91,"8","NUCKS1"
"ERCC1.2",3.44004918252892e-95,-0.221610429872139,0.786,0.877,8.25508602331465e-91,"8","ERCC1"
"MYO1F",4.32753676896273e-94,-0.250944972473484,0.924,0.969,1.03847899844799e-89,"8","MYO1F"
"SLA",8.16313193637074e-94,-0.252775486221868,0.885,0.954,1.95890677077089e-89,"8","SLA"
"LTB.5",1.06437907263422e-93,-0.385516015120428,0.352,0.54,2.55419046060033e-89,"8","LTB"
"TGFBI.4",1.14999251209159e-92,0.330152248454043,0.973,0.971,2.75963703126619e-88,"8","TGFBI"
"ATP1B1.5",1.29440651347897e-92,0.285135630943744,0.858,0.667,3.1061873103955e-88,"8","ATP1B1"
"CD4",2.0301619866496e-92,-0.22750369625964,0.797,0.9,4.87177971936304e-88,"8","CD4"
"HMGN2.6",2.71864736366397e-92,-0.430640113478089,0.911,0.958,6.52393807858444e-88,"8","HMGN2"
"RPS6KA3",9.79435018865332e-92,-0.242830114308987,0.792,0.894,2.35035021477114e-87,"8","RPS6KA3"
"LRPAP1",4.25767739170932e-91,0.204837536342286,0.937,0.892,1.02171484368849e-86,"8","LRPAP1"
"DOCK8",5.81731055825661e-91,-0.228421037791145,0.862,0.937,1.39598001466484e-86,"8","DOCK8"
"TXNIP.3",1.25849092949165e-89,-0.29354586174976,0.858,0.926,3.02000068350112e-85,"8","TXNIP"
"GRK2",3.8220750747981e-89,-0.212881121692189,0.729,0.841,9.171833556993e-85,"8","GRK2"
"SPN",1.6370786068509e-88,-0.255277935002846,0.844,0.938,3.92849753286009e-84,"8","SPN"
"CNN2.1",2.72745137062299e-88,-0.201986607655328,0.394,0.589,6.54506505408399e-84,"8","CNN2"
"ADAMDEC1.5",6.31535506041881e-88,0.27897773777361,0.59,0.376,1.5154957538487e-83,"8","ADAMDEC1"
"PARP1.1",2.88388641282907e-87,-0.216408511188921,0.62,0.754,6.92046222486592e-83,"8","PARP1"
"TOP1.2",3.12401913516165e-87,-0.236996625511477,0.888,0.934,7.49670871864741e-83,"8","TOP1"
"H2AFV.1",1.16700630762315e-86,-0.247499808109916,0.942,0.968,2.80046503640327e-82,"8","H2AFV"
"C3.3",1.7948887327375e-86,-0.262673118426357,0.994,0.997,4.30719449195019e-82,"8","C3"
"GYPC.4",2.85099331314469e-86,0.259457080157142,0.391,0.179,6.8415286535533e-82,"8","GYPC"
"RBPJ.4",2.12301891610852e-85,-0.271529951968555,0.905,0.951,5.09460849298562e-81,"8","RBPJ"
"PPP1R14B.3",8.87723027609888e-85,-0.225281029170104,0.904,0.937,2.13026894935545e-80,"8","PPP1R14B"
"ALDH2.3",2.84132136250102e-84,-0.232406483064909,0.945,0.968,6.81831887359369e-80,"8","ALDH2"
"SH3BP1",2.90014475978299e-84,-0.205827195296327,0.649,0.786,6.95947738005125e-80,"8","SH3BP1"
"HMGB1.4",7.3625756145956e-84,-0.338422147650883,0.993,0.997,1.76679727023451e-79,"8","HMGB1"
"MSR1.3",2.89787639961289e-83,0.289809259265623,0.523,0.359,6.95403399615104e-79,"8","MSR1"
"CIITA.4",3.85637246261372e-83,-0.23068419667729,0.297,0.51,9.25413699853415e-79,"8","CIITA"
"HLA-DQB1.6",1.13399914639541e-82,-0.498608689093828,0.45,0.617,2.72125775160507e-78,"8","HLA-DQB1"
"FUCA1.5",2.17045657983444e-82,0.316303349160263,0.977,0.921,5.2084446546287e-78,"8","FUCA1"
"NCL.4",6.36579370071067e-82,-0.300647984132576,0.967,0.985,1.52759951435954e-77,"8","NCL"
"DUSP23",1.37470973851063e-80,-0.202326849851905,0.88,0.927,3.29889095950396e-76,"8","DUSP23"
"INPP5D",1.83563596895772e-78,-0.212939303406366,0.714,0.845,4.40497563470785e-74,"8","INPP5D"
"AKNA",3.63023787773162e-78,-0.215759412974417,0.669,0.814,8.71148183519257e-74,"8","AKNA"
"TAGLN2.1",5.68825760270811e-78,-0.20492988012587,0.661,0.777,1.36501117692187e-73,"8","TAGLN2"
"CD52.3",6.73297497262093e-78,0.347309603275134,0.5,0.343,1.61571200417985e-73,"8","CD52"
"CTTNBP2.2",6.75922906046312e-78,-0.224912637399024,0.571,0.739,1.62201219763934e-73,"8","CTTNBP2"
"ARL4C.4",7.47943052892726e-78,0.22388290624082,0.77,0.619,1.79483894402668e-73,"8","ARL4C"
"AGR2.3",1.45037411592335e-77,-0.238972717356421,0.359,0.498,3.48046276598125e-73,"8","AGR2"
"IL1B.2",1.8556916731999e-77,-0.254863475112179,0.648,0.796,4.45310330817781e-73,"8","IL1B"
"SNRPD1.2",2.73201977521449e-76,-0.201221701646847,0.853,0.896,6.55602785458222e-72,"8","SNRPD1"
"SSR1",2.86608184907055e-76,-0.225804670042752,0.928,0.969,6.87773661321459e-72,"8","SSR1"
"C1orf162",7.18022898275983e-76,-0.366648356889124,0.572,0.673,1.72303954899288e-71,"8","C1orf162"
"BIN2",5.53513043237133e-73,-0.219207741759817,0.877,0.932,1.32826524985615e-68,"8","BIN2"
"PPM1N.4",2.09007058203157e-72,-0.23285050766266,0.585,0.704,5.01554237570117e-68,"8","PPM1N"
"LTC4S",7.89733284373848e-72,-0.232412421626954,0.471,0.654,1.89512296251192e-67,"8","LTC4S"
"STK17A.3",5.04959307816985e-70,-0.207575242697617,0.71,0.801,1.21175085096842e-65,"8","STK17A"
"PCLAF.7",2.57669187236567e-69,-0.349624001236705,0.065,0.192,6.18328748611589e-65,"8","PCLAF"
"MIR503HG.2",4.83048199278017e-69,-0.243596209007228,0.451,0.614,1.15917076380746e-64,"8","MIR503HG"
"ANP32B.3",8.25328260315771e-67,-0.235144470505529,0.912,0.942,1.98054022627975e-62,"8","ANP32B"
"PILRA.5",5.82787206634597e-66,0.200881427180477,0.951,0.877,1.39851445976104e-61,"8","PILRA"
"SNRPB.2",1.13341597468422e-65,-0.20011854177431,0.93,0.939,2.71985831444972e-61,"8","SNRPB"
"PA2G4.2",3.52774803654229e-64,-0.215745687538985,0.839,0.891,8.46553696329053e-60,"8","PA2G4"
"CLEC10A.4",1.44523779163898e-63,-0.262289340390347,0.068,0.202,3.46813712859606e-59,"8","CLEC10A"
"RAN.3",1.28598116707912e-62,-0.203681042013614,0.979,0.983,3.08596900663977e-58,"8","RAN"
"IL17RA.2",2.04509108269917e-62,-0.21485095856847,0.82,0.892,4.9076050711532e-58,"8","IL17RA"
"SRSF3.2",6.89732453234087e-62,-0.20568723383837,0.861,0.907,1.65515096802584e-57,"8","SRSF3"
"IL6ST",1.0914356347946e-61,-0.200163540123765,0.661,0.803,2.6191180928166e-57,"8","IL6ST"
"DUT.4",3.11395749355269e-60,-0.269418256674189,0.693,0.771,7.47256379727838e-56,"8","DUT"
"S100A9.5",1.13788118353082e-59,-0.385271702897704,0.989,0.972,2.7305734761189e-55,"8","S100A9"
"TPM3.1",3.52492275846151e-59,-0.208156642004685,0.987,0.993,8.45875714348008e-55,"8","TPM3"
"DEK.3",1.66495334604892e-58,-0.269048656498987,0.853,0.894,3.99538854451359e-54,"8","DEK"
"PGA5.3",3.18770879389878e-58,-0.313011460163902,0.586,0.669,7.64954479271889e-54,"8","PGA5"
"OLFML3.1",1.11606733392887e-57,-0.206288266707157,0.878,0.942,2.67822678122911e-53,"8","OLFML3"
"TMPO.1",1.16317397231688e-57,-0.230341531519017,0.479,0.609,2.79126858136882e-53,"8","TMPO"
"HNRNPAB.2",1.6316096336645e-57,-0.229832675712038,0.832,0.873,3.91537363790469e-53,"8","HNRNPAB"
"S100A8.3",1.89093965121714e-57,-0.463903723171722,0.732,0.76,4.53768788102578e-53,"8","S100A8"
"HNRNPA2B1.2",5.06954911181441e-56,-0.202037712875041,0.997,0.998,1.2165397003621e-51,"8","HNRNPA2B1"
